"Mppcv";"nMppnm";"fMppnm";"aMppnm";"ATC";"DDD";"DDU";"DPP";"ATCNM_E";"ATCNM_N";"ATCNM_F";"OffMrkt";"GGRCM";"HYR_";"CreaDatm";"Dbl";"Route"
"2493211";"toviaz tab retard 84x 8mg";"toviaz compr retard 84x 8mg";"TOVIAZ 8 MG COMP VERLENGDE AFGIFTE 84 X 8 MG";"G04BD11";"4.000";"mg";;"fesoterodine";"fesoterodine";"fésotérodine";;"true";"GAAB";;;
"2071231";"tracleer tab 56x 125mg";"tracleer compr 56x 125mg";"TRACLEER COMP 56 X 125 MG";"C02KX01";"250.000";"mg";;"bosentan";"bosentan";"bosentan";;"true";"AMAB";;;
"2071223";"tracleer tab 56x 62,5mg";"tracleer compr 56x 62,5mg";"TRACLEER COMP 56 X 62,5 MG";"C02KX01";"250.000";"mg";;"bosentan";"bosentan";"bosentan";;"true";"AMAB";;;
"0669531";"tracrium amp 10x 25mg/2,5ml";"tracrium amp 10x 25mg/2,5ml";"TRACRIUM AMP IV 25MG/2,5ML VOIR CNK 0674-671";"M03AC04";"650.000";"mg";;"atracurium";"atracurium";"atracurium";;"true";"RACA";;;
"0614826";"tracrium amp 5x 50mg/5ml";"tracrium amp 5x 50mg/5ml";"TRACRIUM AMP IV 50MG/5ML";"M03AC04";"650.000";"mg";;"atracurium";"atracurium";"atracurium";;"true";"RACA";;;
"0069153";"tracrium amp inj  1 x 2,5 ml/25 mg";"tracrium amp inj  1 x 2,5 ml/25 mg";"TRACRIUM AMP INJ 1 X 2,5 ML/25 MG";"M03AC04";"650.000";"mg";;"atracurium";"atracurium";"atracurium";;"false";;;;
"0674671";"TRACRIUM AMP INJ 10X 25 MG X 2,5 ML";"TRACRIUM AMP INJ 10X 25 MG X 2,5 ML";"TRACRIUM AMP INJ 10X 25 MG X 2,5 ML";"M03AC04";"650.000";"mg";;"atracurium";"atracurium";"atracurium";;"false";;;;
"1534676";"tractocile flac inf 37,5mg/5ml";"tractocile flac perf 37,5mg/5ml";"TRACTOCILE CONCENTRAAT OPL PERF 5ML";"G02CX01";"165.000";"mg";;"atosiban";"atosiban";"atosiban";;"true";"FDBA";;;
"1534668";"tractocile flac iv 6,75mg/0,9ml";"tractocile flac iv 6,75mg/0,9ml";"TRACTOCILE SOL/OPL INJ IV 0,9 ML";"G02CX01";"165.000";"mg";;"atosiban";"atosiban";"atosiban";;"true";"FDBA";;;
"1280395";"tradonal amp 10x 100mg/2ml";"tradonal amp 10x 100mg/2ml";"TRADONAL AMP 10 X 2ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1652312";"tradonal bruistab 30x 50mg";"tradonal compr efferv 30x 50mg";"TRADONAL COMP EFF 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1280346";"tradonal caps 30x 50mg";"tradonal caps 30x 50mg";"TRADONAL CAPS 30 X 50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1280353";"tradonal caps 60x 50mg";"tradonal caps 60x 50mg";"TRADONAL CAPS 60 X 50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1531409";"tradonal caps retard 60x 100mg";"tradonal caps retard 60x 100mg";"TRADONAL RETARD CAPS 60 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1531417";"tradonal caps retard 60x 150mg";"tradonal caps retard 60x 150mg";"TRADONAL RETARD CAPS 60 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1531425";"tradonal caps retard 60x 200mg";"tradonal caps retard 60x 200mg";"TRADONAL RETARD CAPS 60 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1532431";"tradonal caps retard 60x 50mg";"tradonal caps retard 60x 50mg";"TRADONAL RETARD CAPS 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2214906";"tradonal compr odis 30x 50mg";"tradonal compr odis 30x 50mg";"TRADONAL ODIS ORODISP TABL 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1280361";"tradonal dr 10ml 100mg/ml";"tradonal gttes 10ml 100mg/ml";"TRADONAL GUTT 10ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1280379";"tradonal dr 30ml 100mg/ml";"tradonal gttes 30ml 100mg/ml";"TRADONAL GUTT 30ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1280387";"tradonal supp 15 x 100mg";"tradonal supp 15 x 100mg";"TRADONAL SUPP 15 X 100MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"0379578";"trafloxal oogdr 5ml 3mg/ml";"trafloxal collyre 5ml 3mg/ml";"TRAFLOXAL COLLYRE 5 ML 3MG/ML";"S01AE01";"4.000";"ed";;"ofloxacin";"ofloxacin";"ofloxacine";;"true";"PABC";;;
"1686542";"trafloxal oogdr edo 30x 1,5mg/0,5ml";"trafloxal collyre edo 30x 1,5mg/0,5ml";"TRAFLOXAL EDO 30 X 0,5 ML UD";"S01AE01";"4.000";"ed";;"ofloxacin";"ofloxacin";"ofloxacine";;"true";"PABC";;;
"0385658";"trafloxal oogzalf 3g 3mg/ g";"trafloxal ong opht 3g 3mg/ g";"TRAFLOXAL POMM OPHT 3G";"S01AE01";"4.000";"ed";;"ofloxacin";"ofloxacin";"ofloxacine";;"true";"PABC";;;
"1227396";"traitement spad";"traitement spad";"BEHANDELING SPAD";"A01AD11";"2.000";"ed";;"various";"diverse middelen";"varia";;"false";;;;
"2859676";"trajenta tab 100x 5mg";"trajenta compr 100x 5mg";"TRAJENTA 5 MG COMP 100";"A10BH05";"5.000";"mg";;"linagliptin";"linagliptin";"linagliptine";;"true";"EAGB";;;
"2859684";"trajenta tab 30x 5mg";"trajenta compr 30x 5mg";"TRAJENTA 5 MG COMP 30";"A10BH05";"5.000";"mg";;"linagliptin";"linagliptin";"linagliptine";;"true";"EAGB";;;
"2057321";"tramadol 100 bexal comp ret 100 x 1";"tramadol 100 bexal comp ret 100 x 1";"TRAMADOL 100 BEXAL COMP RET 100 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2057339";"tramadol 150 bexal comp ret 100 x 1";"tramadol 150 bexal comp ret 100 x 1";"TRAMADOL 150 BEXAL COMP RET 100 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2059756";"tramadol eg amp 10x 100mg/2ml";"tramadol eg amp 10x 100mg/2ml";"TRAMADOL EG AMP 10 X 2 ML 100MG/2ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1754738";"tramadol eg bruistab 30x 50mg";"tramadol eg compr efferv 30x 50mg";"TRAMADOL EG COMP EFF 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1754746";"tramadol eg bruistab 60x 50mg";"tramadol eg compr efferv 60x 50mg";"TRAMADOL EG COMP EFF 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2059012";"tramadol eg dr 10ml 100mg/ml";"tramadol eg gttes 10ml 100mg/ml";"TRAMADOL EG FL 10ML 100 MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2059020";"tramadol eg dr 30ml 100mg/ml";"tramadol eg gttes 30ml 100mg/ml";"TRAMADOL EG FL 30ML 100 MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2059038";"tramadol eg dr 50ml 100mg/ml";"tramadol eg gttes 50ml 100mg/ml";"TRAMADOL EG FL 50ML 100 MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1691203";"tramadol eg tab 30x 50mg";"tramadol eg compr 30x 50mg";"TRAMADOL EG TABL 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1677798";"tramadol eg tab 60x 50mg";"tramadol eg compr 60x 50mg";"TRAMADOL EG TABL 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448363";"tramadol eg tab retard 20x 150mg";"tramadol eg compr retard 20x 150mg";"TRAMADOL RETARD EG 150 MG TABL 20 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448405";"tramadol eg tab retard 20x 200mg";"tramadol eg compr retard 20x 200mg";"TRAMADOL RETARD EG 200 MG TABL 20 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448371";"tramadol eg tab retard 30x 100mg";"tramadol eg compr retard 30x 100mg";"TRAMADOL RETARD EG 100 MG TABL 30 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448397";"tramadol eg tab retard 60x 100mg";"tramadol eg compr retard 60x 100mg";"TRAMADOL RETARD EG 100 MG TABL 60 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448389";"tramadol eg tab retard 60x 150mg";"tramadol eg compr retard 60x 150mg";"TRAMADOL RETARD EG 150 MG TABL 60 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2448355";"tramadol eg tab retard 60x 200mg";"tramadol eg compr retard 60x 200mg";"TRAMADOL RETARD EG 200 MG TABL 60 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2453694";"tramadol eg tab retard 90x 100mg";"tramadol eg compr retard 90x 100mg";"TRAMADOL RETARD EG 100 MG TABL 90 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2453702";"tramadol eg tab retard 90x 150mg";"tramadol eg compr retard 90x 150mg";"TRAMADOL RETARD EG 150 MG TABL 90 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2453678";"tramadol eg tab retard 90x 200mg";"tramadol eg compr retard 90x 200mg";"TRAMADOL RETARD EG 200 MG TABL 90 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2181626";"tramadol mylan tab 60x 50mg";"tramadol mylan compr 60x 50mg";"TRAMADOL MYLAN 50 MG TABL 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2204170";"tramadol mylan tab retard 60x 100mg";"tramadol mylan compr retard 60x 100mg";"TRAMADOL RETARD MYLAN 100 MG TABL 60 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2204188";"tramadol mylan tab retard 60x 150mg";"tramadol mylan compr retard 60x 150mg";"TRAMADOL RETARD MYLAN 150 MG TABL 60 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2204196";"tramadol mylan tab retard 60x 200mg";"tramadol mylan compr retard 60x 200mg";"TRAMADOL RETARD MYLAN 200 MG TABL 60 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"3053014";"TRAMADOL PARACETAMOL EG 37,5MG/325MG FILMOM TAB 40";"TRAMADOL PARACETAMOL EG 37,5MG/325MG COMP PEL  40";"TRAMADOL PARACETAMOL EG 37,5MG/325MG FILMOM TAB 40";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"false";;;;
"2103356";"tramadol sandoz caps 30x 50mg";"tramadol sandoz caps 30x 50mg";"TRAMADOL 50 SANDOZ CAPS 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2103349";"tramadol sandoz caps 60x 50mg";"tramadol sandoz caps 60x 50mg";"TRAMADOL 50 SANDOZ CAPS 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2312585";"tramadol sandoz dr 10ml 100mg/ml";"tramadol sandoz gttes 10ml 100mg/ml";"TRAMADOL 100MG/ML SANDOZ SOL BUV GUTT 10 ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2312593";"tramadol sandoz dr 30ml 100mg/ml";"tramadol sandoz gttes 30ml 100mg/ml";"TRAMADOL 100MG/ML SANDOZ SOL BUV GUTT 30 ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2312601";"tramadol sandoz dr 50ml 100mg/ml";"tramadol sandoz gttes 50ml 100mg/ml";"TRAMADOL 100MG/ML SANDOZ DOSEERPOMP 50 ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2562833";"tramadol sandoz tab retard 100x 100mg";"tramadol sandoz compr retard 100x 100mg";"TRAMADOL 100 SANDOZ TABL VERL AFGIFTE 100 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2562858";"tramadol sandoz tab retard 100x 150mg";"tramadol sandoz compr retard 100x 150mg";"TRAMADOL 150 SANDOZ TABL VERL AFGIFTE 100 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2562866";"tramadol sandoz tab retard 100x 200mg";"tramadol sandoz compr retard 100x 200mg";"TRAMADOL 200 SANDOZ TABL VERL AFGIFTE 100 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784131";"tramadol sandoz tab retard 20x 150mg";"tramadol sandoz compr retard 20x 150mg";"TRAMADOL 150 SANDOZ TABL VERL AFGIFTE 20 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784156";"tramadol sandoz tab retard 20x 200mg";"tramadol sandoz compr retard 20x 200mg";"TRAMADOL 200 SANDOZ TABL VERL AFGIFTE 20 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784123";"tramadol sandoz tab retard 30x 100mg";"tramadol sandoz compr retard 30x 100mg";"TRAMADOL 100 SANDOZ TABL VERL AFGIFTE 30 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784099";"tramadol sandoz tab retard 60x 100mg";"tramadol sandoz compr retard 60x 100mg";"TRAMADOL 100 SANDOZ TABL VERL AFGIFTE 60 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784149";"tramadol sandoz tab retard 60x 150mg";"tramadol sandoz compr retard 60x 150mg";"TRAMADOL 150 SANDOZ TABL VERL AFGIFTE 60 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"1784164";"tramadol sandoz tab retard 60x 200mg";"tramadol sandoz compr retard 60x 200mg";"TRAMADOL 200 SANDOZ TABL VERL AFGIFTE 60 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2446805";"tramadol sandoz tab uno 60x 200mg";"tramadol sandoz compr uno 60x 200mg";"TRAMADOL UNO SANDOZ TABL VERLENGD WERKING 60X200MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2330736";"tramadol teva 50mg instant tabl oro";"tramadol teva 50mg instant tabl oro";"TRAMADOL TEVA 50MG INSTANT TABL ORODISP 60X50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2330728";"tramadol teva 50mg instant tabl oro";"tramadol teva 50mg instant tabl oro";"TRAMADOL TEVA 50MG INSTANT TABL ORODISP 30X50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1532449";"tramadol teva caps 60x 50mg";"tramadol teva caps 60x 50mg";"TRAMADOL TEVA CAPS 60 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2365922";"tramadol teva gutt 1 x 10 ml 100mg/";"tramadol teva gutt 1 x 10 ml 100mg/";"TRAMADOL TEVA GUTT 1 X 10 ML 100MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2396166";"tramadol teva gutt 3 x 10 ml 100mg/";"tramadol teva gutt 3 x 10 ml 100mg/";"TRAMADOL TEVA GUTT 3 X 10 ML 100MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2396174";"tramadol teva gutt 5 x 10 ml 100mg/";"tramadol teva gutt 5 x 10 ml 100mg/";"TRAMADOL TEVA GUTT 5 X 10 ML 100MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"3046299";"tramadol/ paracetamol eg 37,5/325 100 tab";"tramadol/ paracetamol eg 37,5/325 100 compr";"TRAMADOL PARACETAMOL EG 37,5MG/325MG FILMOM TAB100";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3046273";"tramadol/ paracetamol eg 37,5/325 20 tab";"tramadol/ paracetamol eg 37,5/325 20 compr";"TRAMADOL PARACETAMOL EG 37,5MG/325MG FILMOM TAB 20";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3046281";"tramadol/ paracetamol eg 37,5/325 60 tab";"tramadol/ paracetamol eg 37,5/325 60 compr";"TRAMADOL PARACETAMOL EG 37,5MG/325MG FILMOM TAB 60";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3129236";"tramadol/ paracetamol mylan 37,5/325 20 tab";"tramadol/ paracetamol mylan 37,5/325 20 compr";"TRAMADOL PARACETAMOL MYLAN 37,5MG/325 FILMO TABL20";"N02AX52";"0.000";;;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3129244";"tramadol/ paracetamol mylan 37,5/325 60 tab";"tramadol/ paracetamol mylan 37,5/325 60 compr";"TRAMADOL PARACETAMOL MYLAN 37,5MG/325 FILMO TABL60";"N02AX52";"0.000";;;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3129251";"tramadol/ paracetamol mylan 37,5/325 90 tab";"tramadol/ paracetamol mylan 37,5/325 90 compr";"TRAMADOL PARACETAMOL MYLAN 37,5MG/325 FILMO TABL90";"N02AX52";"0.000";;;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3007317";"tramadol/ paracetamol teva 37,5/325 20 tab";"tramadol/ paracetamol teva 37,5/325 20 compr";"TRAMADOL PARACETAMOL 37,5MG/325MG TEVA FILMOM 20";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3007325";"tramadol/ paracetamol teva 37,5/325 60 tab";"tramadol/ paracetamol teva 37,5/325 60 compr";"TRAMADOL PARACETAMOL 37,5MG/325MG TEVA FILMOM 60";"N02AX52";;;;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"3007333";"tramadol/ paracetamol teva 37,5/325 90 tab";"tramadol/ paracetamol teva 37,5/325 90 compr";"TRAMADOL PARACETAMOL 37,5MG/325MG TEVA FILMOM 90";"N02AX52";"4.000";"ed";;"tramadol, combinations";"tramadol, combinatiepreparaten";"tramadol, associations";;"true";"HCBB";;;
"1430602";"tramalgic amp 10 x 100 mg/2ml";"tramalgic amp 10 x 100 mg/2ml";"TRAMALGIC AMP 10 X 100 MG/2ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1395722";"tramalgic caps 30x50mg";"tramalgic caps 30x50mg";"TRAMALGIC CAPS 30X50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1395730";"tramalgic caps 60x50mg";"tramalgic caps 60x50mg";"TRAMALGIC CAPS 60X50MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1430594";"tramalgic gutt 3x10ml 100mg/ml";"tramalgic gutt 3x10ml 100mg/ml";"TRAMALGIC GUTT 3X10ML 100MG/ML";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"1488824";"tramaphar caps 30 x 50 mg";"tramaphar caps 30 x 50 mg";"TRAMAPHAR CAPS 30 X 50 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"false";;;;
"2044949";"tramium caps retard 30x 100mg";"tramium caps retard 30x 100mg";"TRAMIUM CAPS 30 X 100 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2044931";"tramium caps retard 30x 150mg";"tramium caps retard 30x 150mg";"TRAMIUM CAPS 30 X 150 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"2044956";"tramium caps retard 30x 200mg";"tramium caps retard 30x 200mg";"TRAMIUM CAPS 30 X 200 MG";"N02AX02";"300.000";"mg";;"tramadol";"tramadol";"tramadol";;"true";"HCAM";;;
"0134080";"trancogesic comp. 24";"trancogesic comp. 24";"TRANCOGESIC COMP. 24";"M03BB52";"4.000";"ed";;"chlormezanone, combinations excl. psycholeptics";"chloormezanon, combinatiepreparaten excl. psycholeptica";"chlormézanone, associations sauf avec les psycholeptique";;"false";;;;
"0090373";"trancopal comp. 100x200mg";"trancopal comp. 100x200mg";"TRANCOPAL COMP. 100X200MG";"M03BB02";"600.000";"mg";;"chlormezanone";"chloormezanon";"chlormézanone";;"false";;;;
"0134064";"trancopal comp. 30x200mg";"trancopal comp. 30x200mg";"TRANCOPAL COMP. 30X200MG";"M03BB02";"600.000";"mg";;"chlormezanone";"chloormezanon";"chlormézanone";;"false";;;;
"0038471";"trandate flac iv 5x 20ml 5mg/ml";"trandate flac iv 5x 20ml 5mg/ml";"TRANDATE AMP IV 5X100MG/20ML";"C07AG01";"600.000";"mg";;"labetalol";"labetalol";"labétalol";;"true";"AEH";;;
"0091173";"trandate tab 75x 100mg";"trandate compr 75x 100mg";"TRANDATE 100 COMP 75 X 100 MG";"C07AG01";"600.000";"mg";;"labetalol";"labetalol";"labétalol";;"true";"AEH";;;
"0091207";"trandate tab 75x 200mg";"trandate compr 75x 200mg";"TRANDATE 200 COMP 75 X 200 MG";"C07AG01";"600.000";"mg";;"labetalol";"labetalol";"labétalol";;"true";"AEH";;;
"1205269";"tranquo comp 20x10mg";"tranquo comp 20x10mg";"TRANQUO COMP 20X10MG";"N05BA04";"50.000";"mg";;"oxazepam";"oxazepam";"oxazépam";;"false";;;;
"1205251";"tranquo comp 50x10mg";"tranquo comp 50x10mg";"TRANQUO COMP 50X10MG";"N05BA04";"50.000";"mg";;"oxazepam";"oxazepam";"oxazépam";;"false";;;;
"0090720";"tranquo-buscopan comp. 50";"tranquo-buscopan comp. 50";"TRANQUO-BUSCOPAN COMP. 50";"A03CB20";"30.000";"mg";;"?";"butylscopolamine met psycholeptica";"butylscopolamine et psycholeptiques";;"false";;;;
"1343987";"tranquophym drag. 20";"tranquophym drag. 20";"TRANQUOPHYM DRAG. 20";"N05CX30";"1.000";"ed";;"?";"fytotherapie";"plantes médicinales";;"false";;;;
"1343995";"tranquophym drag. 60";"tranquophym drag. 60";"TRANQUOPHYM DRAG. 60";"N05CX30";"1.000";"ed";;"?";"fytotherapie";"plantes médicinales";;"false";;;;
"0090548";"transbilix perf  1 x 250 ml";"transbilix perf  1 x 250 ml";"TRANSBILIX PERF 1 X 250 ML";"V08AC04";"1.000";"ed";;"adipiodone";"adipiodone";"adipiodone";;"false";;;;
"0087668";"transfusine amp. per os 20";"transfusine amp. per os 20";"TRANSFUSINE AMP. PER OS 20";"A13AA40";"1.000";"ed";;"?";"tonica";"toniques";;"false";;;;
"1551944";"transipeg 5,9g  sach 20x5,9g";"transipeg 5,9g  sach 20x5,9g";"TRANSIPEG 5,90 G SACH PULV 20X5,9G";"A06AD65";"1.000";"ed";;"macrogol, combinations";"macrogol, combinatiepreparaten";"macrogol, associations";;"false";;;;
"1232370";"transipeg sach pulv 30";"transipeg sach pulv 30";"TRANSIPEG 2,95 G SACH PULV 30X2,95G";"A06AD65";"1.000";"ed";;"macrogol, combinations";"macrogol, combinatiepreparaten";"macrogol, associations";;"false";;;;
"2379493";"transitol 150g pasta oraal";"transitol 150g pate oral";"TRANSITOL ORALE PASTA 150G";"A06AD61";"1.000";"ed";;"lactulose, combinations";"lactulose, combinatiepreparaten";"lactulose, associations";;"true";"CEGB";;;
"2256113";"transityl compr instant 30x 2mg";"transityl compr instant 30x 2mg";"TRANSITYL INSTANT 2 MG COMP 30";"A07DA03";"10.000";"mg";;"loperamide";"loperamide";"lopéramide";;"true";"CFCA";;;
"0813261";"transix gran. 130 g";"transix gran. 130 g";"TRANSIX GRAN. 130 G";"A06AB06";"1.000";"ed";;"senna glycosides";"senna glycosiden";"glycosides de séné";;"false";;;;
"2308443";"transtec transd syst 10x 35 mcg/u";"transtec syst transd 10x 35 mcg/h";"TRANSTEC 35,0 UG/H SYST 10";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
"2308450";"transtec transd syst 10x 52,5 mcg/u";"transtec syst transd 10x 52,5 mcg/h";"TRANSTEC 52,5 UG/H SYST 10";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
"2308435";"transtec transd syst 10x 70 mcg/u";"transtec syst transd 10x 70 mcg/h";"TRANSTEC 70,0 UG/H SYST 10";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
"1719723";"transtec transd syst 5x 35 mcg/u";"transtec syst transd 5x 35 mcg/h";"TRANSTEC 35,0 UG/H SYST 5";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
"1719749";"transtec transd syst 5x 52,5 mcg/u";"transtec syst transd 5x 52,5 mcg/h";"TRANSTEC 52,5 UG/H SYST 5";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
"1719756";"transtec transd syst 5x 70 mcg/u";"transtec syst transd 5x 70 mcg/h";"TRANSTEC 70,0 UG/H SYST 5";"N02AE01";"1.200";"mg";;"buprenorphine";"buprenorfine";"buprénorphine";;"true";"HCAA";;;
